"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
5.11419266081589,4.46622522773847,3.67950879848002,3.28390266129428,2.59842913878684,2.26023709920469,1.78084398163938,1.34282881072636,1.94692139456083,1.03243933898831,1.70182118759446,1.0238162697245,0.346800477922217,0.0507586994994098,-0.473821475949223,0.415412306084933,0.402943096990699,-0.208673755046323,-1.17466297503062,-0.641555979412049,-0.252378777994323,-0.161159033091603,-0.715805030766055,-0.804476145782048,-0.880289284557747,0.758399945793936,-1.6442547261465,-0.911330135996763,-0.206109994745629,-3.10534277196575
4.64021662696941,4.2625275518859,3.76698939554372,3.51506292749553,3.00462442772765,2.74640549929784,2.42514614770412,2.12474152117237,2.05414279123922,1.86816298247097,1.67085634123373,1.39208280654457,1.29644613639034,0.633672152376848,0.472734794268502,0.669041160769584,0.578631014395075,0.104657961818675,-0.575179846564696,0.0561277327754515,-0.14055821570455,-0.0839183240997641,-0.272178257313771,-0.369783463594127,-0.877424058662359,-1.35181030203623,-1.46995101799565,-0.501869159337451,-0.27010750781546,-2.08074715695828
4.03477781057789,4.0266953153545,3.77828407065574,3.60934675247816,3.20369800550153,3.00544992355559,2.73628970302402,2.45867307573941,2.2259246191636,2.2278658792651,1.72809362872179,1.65085242453648,1.684207044132,0.925588431421853,0.927484653805824,0.887952888436297,0.684444621567813,0.423639110050561,-0.0946912398279688,0.469266148333447,-0.0441233863189222,-0.0164731925711149,-0.0436726028846824,-0.114956496315417,-0.816251873180859,-0.666856948186398,-1.05072124251484,-0.364817407353438,-0.333431819020027,-1.58449918238132
3.2659686892342,3.7418072325256,3.71526571975978,3.60112307913034,3.28770785341668,3.14778925887269,2.90174941779659,2.62105337235295,2.42814792686325,2.42017811323174,1.85109578696677,1.85165094219137,1.88640161795095,1.08622293597039,1.20484114241916,1.06557031874091,0.752652570500301,0.702092110016326,0.293413577750879,0.746096678179965,0.05458255012532,0.0248549288278896,0.0514087086035935,0.0644220909069216,-0.719870891113514,-0.353367824044576,-0.606979737377166,-0.379470456943444,-0.390493134698965,-1.28784781742121
2.88687880835339,3.38476235758351,3.53133727398072,3.43683365882224,3.25716212414344,3.20774353461811,2.97480774187883,2.66260532176102,2.67374243684504,2.4945203352539,2.04130641794685,2.01401253114943,1.98477973158992,1.12371309618445,1.42132198993913,1.25291718380614,0.699942748762102,0.958184374441247,0.627568100201639,0.941798696571722,0.156000382157419,0.05622158590316,0.0690279609193705,0.154238032224181,-0.560493764012705,-0.185950377637988,-0.143566108937823,-0.581111154003825,-0.473704223681692,-1.03213640258291
2.57785943322461,3.13619714939122,3.28157333994679,3.27263675271386,3.18340955076704,3.16535200215068,2.99930366598962,2.61488964902461,2.81763447417328,2.45293706943814,2.21950101926957,2.08167789478395,1.92461734650915,1.37057250806462,1.55374757312733,1.43723243196436,0.853858581108785,1.1563411361935,0.856579182025055,1.10472548894102,0.162826008034421,0.0811454063988956,0.0467419240295962,0.114917884416327,-0.557134674548838,-0.231930899130212,-0.0461782791940936,-0.704607670717761,-0.455039887818281,-0.94209360300955
2.42432862887559,2.90807386360983,3.05490548867321,3.12393693201662,3.08542695558525,3.07032019764131,2.93411940367932,2.55033001149772,2.7858620840113,2.51197322085804,2.30071801734917,2.16576782177663,1.75702640114853,1.66144473677597,1.5433123152744,1.42398398963542,1.38080231648713,1.42027279508637,0.970059642811251,1.21313115066789,0.325422167693005,0.0807458237902612,0.133860603949617,0.248942369417823,-0.35160699504314,-0.0820800365934892,-0.22441688072501,-0.183275446529885,-0.713449629558756,-1.38186671739736
2.38129645588522,2.71381703150417,2.87644968554155,2.98516347296305,2.92198007300499,2.9495568963415,2.81417046728206,2.47253606333618,2.67814236434786,2.60876916730905,2.41095595775429,2.31733472952973,1.50987046131763,1.72597311357132,1.52963994790301,1.47096612558789,1.71240979347834,1.54470685129298,1.08544676047431,1.32259960956479,0.488105141243052,0.286037000249336,0.294041849582839,0.467199680078903,0.102841499477961,0.171252037817088,-0.237539354777931,0.164733249675947,-1.15403171704735,-1.42914779567465
2.32876614906524,2.49054738347933,2.68518873854947,2.80448346750623,2.67603669336972,2.84376253272445,2.61068256654582,2.38753904423428,2.621653287091,2.68232663819292,2.53094317186941,2.53056118561426,1.42366600974721,1.72364527985929,1.63914198382517,1.48031321076088,1.83941570605445,1.52034072839082,1.24737812527526,1.38246989702073,0.628982782440231,0.804506596854676,0.670170274446585,0.755814917442245,0.328731331248188,0.240663224074586,0.0992325957710323,0.338146547297626,-0.322080716261488,-0.779896704938814
2.28544223635498,2.30428496486279,2.42043582335816,2.48639634942426,2.46175912902727,2.7068907369927,2.43743296149389,2.26998264009575,2.69288711808105,2.71573630502425,2.64285696706084,2.6465420319459,1.66701753057211,1.72183226445886,1.63064394188936,1.4467831615586,1.8609021323985,1.32632252253007,1.28432684723682,1.16137715815279,0.806846156975568,1.11176416114233,0.978984539429566,0.79729454714096,0.214498393296008,0.0270312473183702,0.490578415883024,0.490960461528373,0.326043994331232,-0.334272033836862
2.10041842248212,2.04912199041355,2.2089195158296,2.29029941259079,2.35342563095444,2.37804617239356,2.37195872536458,2.0674598848665,2.6242810903168,2.5742121688403,2.64733130666198,2.60226919370843,1.86539123873717,1.76468686911759,1.65209351122862,1.65311371812395,1.79738892797553,1.47633868308536,1.34063508054342,1.14685415802081,1.1906783639253,1.19684152998123,1.07231187735664,0.563498857937884,0.210923833403372,-0.348718701472433,0.544214444081263,0.892350735307307,0.416684076221551,0.0978752673671328
1.89947736811202,1.88328379669465,2.09823463777354,2.23532439953311,2.23772577219722,2.02833266324408,2.25693846588417,1.88675814258738,2.29494847812678,2.30045492419385,2.53373196746966,2.42136963515915,1.8688201819633,2.01014638033731,1.92574635682876,1.79640609206328,1.7942522004633,1.90447768061716,1.44902602466055,1.28688178435101,1.36729265953249,1.15674330078283,1.15895578062203,0.753439816921292,0.433349887257647,-0.35423591947283,0.184125999980247,1.23157557512751,0.145041936745097,0.208632840888244
1.56541615226855,1.86860599451333,1.96078081497744,2.25249862204246,2.05909233052584,1.97138980983443,2.02273757472257,1.86969613643452,1.84797441624956,2.04385427730231,2.38038982741433,2.14197373478836,1.90000306064621,2.25789255293028,2.08854093088104,1.83487280556686,1.74935908994802,2.10881626911938,1.47152528978196,1.48932068775544,1.33640048371824,1.16076905144128,1.07801359106441,1.19469526782312,0.636002366208465,-0.159931304936889,-0.460200923885791,1.18777596382455,-0.0345660605848744,0.22152833268534
0.823524191746847,1.99079630500791,1.75425981754905,2.26181010836752,1.9655526036073,2.00965469598806,1.78714841375773,1.9600889426754,1.38228232679024,1.94010391945728,2.10349793204473,1.97416823536461,2.1181577442406,2.38154464825295,2.07348270448169,1.81904892279655,1.66244523009884,2.1955835219351,1.46396956398581,1.65493147838895,1.39873367417229,1.27902748526802,0.916019434176297,1.33759283359383,0.529706013313283,0.138356460696099,-0.587094846363813,0.97225026673478,0.357533463812243,0.170182376966982
0.410057222811655,2.11941547935865,1.38188037181448,2.03469905732396,1.90604689864473,1.96923813977684,1.7484058699747,1.97037434546505,1.48120911960547,2.07984287379584,1.840167719134,2.01916803427195,2.29161021520944,2.29705734955859,1.82625280512155,1.76982546509433,1.83844341868553,2.18808748395323,1.44508220352062,1.64094851074725,1.60794423632998,1.22616614584908,0.942902411269615,1.18629655684491,0.274854461485513,0.381452138246937,0.0934928079385774,0.675279710934968,0.753406120092292,0.110812529952571
0.743058057809839,1.96541973897555,1.19817095350196,1.72073733135091,1.90081962995728,1.71040571590234,1.76874294592374,1.94282826567938,1.8617270328533,2.05950751645892,1.73260382928392,2.0968997135685,2.23325976041668,2.04618181354566,1.5423633342501,1.89954568515627,1.97203315123383,2.05937454804649,1.50800796828468,1.64199636755353,1.82212913630419,0.911112309767655,0.871395954292681,0.699018435927334,0.66284491904041,0.799395124206535,0.497469665509862,0.501003918980621,0.673815664225431,0.364534044579491
1.06560585583599,1.53999354830844,1.24615804027693,1.39483646900152,1.79939520348249,1.3232825308181,1.69064586557257,1.93464489368108,1.98925457972059,1.80011527262762,1.68694787060279,2.17684720719402,2.06611171262417,1.82529761539071,1.57333429708157,2.03952900691121,1.92645421118529,1.86844796659361,1.5150968456792,1.61422594634115,1.77806476990134,0.608540188159142,1.03938120127279,0.498006942321774,1.08874861183243,1.13320179776958,0.619769761365484,0.666304520119387,0.446751004552892,0.393867123110651
1.00323766104086,0.988601860276237,1.2886556393533,0.728668613732467,1.64340686072708,1.27892792276094,1.37878278193302,1.97971938464525,1.97604026362954,1.63261062327953,1.6361263176066,2.10301367451719,2.0224623608581,1.74608360804359,1.71363544568826,1.99654020044422,1.74424656388039,1.61820653287306,1.42368210005666,1.52110189470705,1.36875503333438,0.756640730027392,1.35791832345876,1.02951209941633,1.27593303165131,1.08063781161746,0.533904798056984,0.773934205415524,0.753196348537516,0.470802992510092
0.82413243636111,0.556993765610152,1.26568190241439,0.180062578882776,1.71970999595893,1.33248825399896,1.19127026033397,1.86623600221109,1.73866773052816,1.50417220582702,1.42260304580905,1.88885205589229,2.12511246654118,1.44519500888272,1.79292542363007,1.86309550316478,1.62203336892898,1.52250319512447,1.36516256975383,1.4450586864731,1.19615472072143,1.21895460969735,1.41817196901565,1.21341661687768,1.23844583283416,0.940918693078384,0.309123580546656,1.18952283736447,1.10251849546795,0.559982905188584
0.756431133513314,0.864648460993641,1.24150066914937,0.551818048109224,1.64200997188431,1.32995541602603,1.12356377985418,1.52326924967105,1.4067557947537,1.57028360760983,1.290404409852,1.64836421433963,2.16074750189587,0.826319004813424,1.89886315858152,1.68193769581738,1.70658447922709,1.47189881971655,1.39389766849484,1.2957884132758,1.62992665041469,1.36165572957105,1.40620617111038,1.31957508562512,0.999316503469368,0.89119765935005,0.412198253640505,1.4615878118986,1.21055796065897,0.489944463829286
0.917283996928581,1.2852703471577,1.19998408500344,0.930769203248383,1.44509441575869,1.321127233382,0.829479702769068,1.33956425754334,1.23613540773916,1.71343660812828,1.51989500912123,1.58515446947123,2.01615217200453,0.80808505203883,1.89287692892011,1.52108448619957,1.6980360252857,1.31590377200316,1.50727537407401,1.28058612600036,1.94805433396477,1.11617657051306,1.23069528385596,1.50155538076443,0.687685810104301,1.00726349031783,0.726453430669897,1.37466942030934,1.03444437263094,0.640232552840063
1.0002007818003,1.29704523949454,1.01942423435326,1.273624232663,1.22301232169387,1.20468086385904,0.405280003437537,1.32703945899138,1.08880572388635,1.81008948120828,1.78123498769128,1.55155416809004,1.77828503740012,1.48111614821138,1.58800219381784,1.36057644453622,1.55738727509398,1.07739418593756,1.61656325927147,1.42347580066474,1.91215582622227,0.91607542645083,1.12921573479542,1.44061520783175,0.792636798720073,1.1683377630084,0.871993643632652,1.11706230111403,0.696109971505766,0.635981799121015
1.06217072481576,1.1906577932982,0.904244443653315,1.38068472423818,1.03674812944376,1.1817414152902,0.209358471956195,1.25465270022714,1.20808508662512,1.90806488686284,1.77591462075738,1.35440165615991,1.60329328561965,1.80482757232179,1.07065227329934,0.89712193037509,1.48710534510135,0.795451399143899,1.7216222167831,1.61148215203978,1.48434178497731,0.958907968642861,1.26412864221519,1.50586986303907,1.23239053605388,1.02817671830964,0.892518514407419,0.836858938396895,0.5863295565747,0.457181840455047
